Node,Mobility,Mobility_speed,packet_Received,packet_Sent,Forwarding_Difference,Energy,num_Received,num_Sent,packet_Drop,Transmission_Power,Attack_type,Type_of_node
R0,RandomWayPoint,4,37,10,161,-1.138122366,1217,1056,0,1.4,Normal,Normal
R1,RandomWayPoint,4,26,2,0,-0.198992862,0,0,0,1.4,Normal,Normal
R2,RandomWayPoint,4,34,4,0,-0.206068118,0,0,0,1.4,Normal,Normal
R3,RandomWayPoint,4,21,2,0,-0.164677882,0,0,0,1.4,Normal,Normal
R4,RandomWayPoint,4,17,2,0,-0.168907607,0,0,0,1.4,Normal,Normal
R5,RandomWayPoint,4,15,2,0,-0.195697185,0,0,0,1.4,Normal,Normal
R6,RandomWayPoint,4,72,7,0,-0.253835847,35,35,0,1.4,Normal,Normal
R7,RandomWayPoint,4,72,8,0,-0.206096548,0,0,0,1.4,Normal,Normal
R8,RandomWayPoint,4,31,4,0,-0.263685063,0,0,0,1.4,Normal,Normal
R9,RandomWayPoint,4,45,14,780,-0.70672103,1101,321,2,1.4,Normal,Normal
R10,RandomWayPoint,4,67,14,8,-0.541900082,267,259,4,1.4,Normal,Normal
R11,RandomWayPoint,4,44,6,0,-0.27467251,0,0,0,1.4,Normal,Normal
R12,RandomWayPoint,4,59,8,73,-0.474852282,305,232,0,1.4,Normal,Normal
R13,RandomWayPoint,4,31,7,0,-0.289554715,0,0,0,1.4,Normal,Normal
R14,RandomWayPoint,4,15,2,0,-0.182954928,0,0,0,1.4,Normal,Normal
R15,RandomWayPoint,4,65,12,0,-0.388110761,281,281,0,1.4,Normal,Normal
R16,RandomWayPoint,4,70,7,0,-0.181613261,0,0,0,1.4,Normal,Normal
R17,RandomWayPoint,4,67,11,2,-0.177862667,3,1,2,1.4,Normal,Normal
R18,RandomWayPoint,4,77,9,0,-0.182053638,0,0,0,1.4,Normal,Normal
R19,RandomWayPoint,4,45,5,0,-0.165352296,40,40,0,1.4,Normal,Normal
R20,RandomWayPoint,4,56,5,0,-0.242641777,0,0,0,1.4,Normal,Normal
R21,RandomWayPoint,4,72,8,0,-0.227179405,0,0,0,1.4,Normal,Normal
R22,RandomWayPoint,4,61,8,0,-0.260300037,0,0,0,1.4,Normal,Normal
A,RandomWayPoint,4,21,2070,-1269,-1.413721165,2,1271,1,1.4,Normal,Normal
B,RandomWayPoint,4,347,9,321,-0.108105845,328,7,1,1.4,Normal,Normal
R0,RandomWayPoint,8,72,7,0,-0.284591289,0,0,0,1.4,Blackhole,Normal
R1,RandomWayPoint,8,91,11,0,-0.285390235,0,0,0,1.4,Blackhole,Normal
R2,RandomWayPoint,8,97,14,565,-0.727835294,924,359,1,1.4,Blackhole,Normal
R3,RandomWayPoint,8,73,7,0,-0.147118541,0,0,0,1.4,Blackhole,Normal
R4,RandomWayPoint,8,92,11,0,-0.254819748,0,0,0,1.4,Blackhole,Normal
R5,RandomWayPoint,8,83,12,1,-0.298667037,3,2,1,1.4,Blackhole,Normal
R6,RandomWayPoint,8,79,12,0,-0.286634742,1,1,0,1.4,Blackhole,Normal
R7,RandomWayPoint,8,98,14,2,-0.185196507,3,1,2,1.4,Blackhole,Normal
R8,RandomWayPoint,8,77,12,72,-0.290231688,73,1,0,1.4,Blackhole,Attacker
R9,RandomWayPoint,8,52,8,0,-0.107329915,0,0,0,1.4,Blackhole,Normal
R10,RandomWayPoint,8,87,14,3,-0.141667815,3,0,5,1.4,Blackhole,Normal
R11,RandomWayPoint,8,74,10,0,-0.285406235,0,0,0,1.4,Blackhole,Normal
R12,RandomWayPoint,8,105,14,159,-0.516567572,429,270,1,1.4,Blackhole,Normal
R13,RandomWayPoint,8,87,10,0,-0.284530846,0,0,0,1.4,Blackhole,Normal
R14,RandomWayPoint,8,61,9,0,-0.233427519,0,0,0,1.4,Blackhole,Normal
R15,RandomWayPoint,8,87,11,0,-0.202926336,1,1,1,1.4,Blackhole,Normal
R16,RandomWayPoint,8,102,12,1,-0.160347459,2,1,2,1.4,Blackhole,Normal
R17,RandomWayPoint,8,85,13,0,-0.10432237,1,1,3,1.4,Blackhole,Normal
R18,RandomWayPoint,8,98,15,214,-1.178831955,1235,1021,1,1.4,Blackhole,Normal
R19,RandomWayPoint,8,88,10,0,-0.285158001,0,0,0,1.4,Blackhole,Normal
R20,RandomWayPoint,8,78,11,0,-0.256450182,1,1,0,1.4,Blackhole,Normal
R21,RandomWayPoint,8,87,13,87,-0.308102863,111,24,1,1.4,Blackhole,Normal
R22,RandomWayPoint,8,106,17,1,-0.222320859,29,28,5,1.4,Blackhole,Normal
A,RandomWayPoint,8,63,2123,-1299,-1.384078467,3,1302,1,1.4,Blackhole,Normal
B,RandomWayPoint,8,439,14,365,-0.136315587,374,9,0,1.4,Blackhole,Normal
R0,RandomWayPoint,12,58,7,0,-0.283883508,0,0,0,1.4,Blackhole,Normal
R1,RandomWayPoint,12,57,8,0,-0.265328674,14,14,0,1.4,Blackhole,Normal
R2,RandomWayPoint,12,40,7,0,-0.28181356,0,0,0,1.4,Blackhole,Normal
R3,RandomWayPoint,12,42,3,0,-0.21259243,0,0,0,1.4,Blackhole,Normal
R4,RandomWayPoint,12,30,5,0,-0.222969214,0,0,0,1.4,Blackhole,Normal
R5,RandomWayPoint,12,55,6,0,-0.249663386,0,0,0,1.4,Blackhole,Normal
R6,RandomWayPoint,12,53,7,0,-0.287627702,0,0,0,1.4,Blackhole,Normal
R7,RandomWayPoint,12,63,8,0,-0.17789024,2,2,2,1.4,Blackhole,Normal
R8,RandomWayPoint,12,58,7,0,-0.224364861,0,0,0,1.4,Blackhole,Normal
R9,RandomWayPoint,12,22,5,0,-0.213925486,0,0,0,1.4,Blackhole,Normal
R10,RandomWayPoint,12,39,6,0,-0.293116405,5,5,0,1.4,Blackhole,Normal
R11,RandomWayPoint,12,71,10,1,-0.266984061,10,9,1,1.4,Blackhole,Normal
R12,RandomWayPoint,12,66,10,636,-0.252858971,638,2,2,1.4,Blackhole,Attacker
R13,RandomWayPoint,12,49,7,0,-0.277025248,0,0,0,1.4,Blackhole,Normal
R14,RandomWayPoint,12,47,7,0,-0.279714044,0,0,0,1.4,Blackhole,Normal
R15,RandomWayPoint,12,54,7,0,-0.289653508,0,0,0,1.4,Blackhole,Normal
R16,RandomWayPoint,12,69,10,2,-0.248301324,2,0,3,1.4,Blackhole,Normal
R17,RandomWayPoint,12,50,3,0,-0.228609225,0,0,0,1.4,Blackhole,Normal
R18,RandomWayPoint,12,63,9,260,-0.948262727,957,697,0,1.4,Blackhole,Normal
R19,RandomWayPoint,12,54,10,39,-0.893570353,714,675,3,1.4,Blackhole,Normal
R20,RandomWayPoint,12,71,11,0,-0.251722837,31,31,1,1.4,Blackhole,Normal
R21,RandomWayPoint,12,49,7,0,-0.26149581,0,0,0,1.4,Blackhole,Normal
R22,RandomWayPoint,12,69,9,34,-0.79851958,662,628,0,1.4,Blackhole,Normal
A,RandomWayPoint,12,41,2084,-965,-1.193903032,3,968,3,1.4,Blackhole,Normal
B,RandomWayPoint,12,77,12,32,-0.180246337,39,7,0,1.4,Blackhole,Normal
R0,RandomWayPoint,16,62,10,0,-0.140765516,0,0,0,1.4,Normal,Normal
R1,RandomWayPoint,16,37,9,10,-0.450602426,268,258,0,1.4,Normal,Normal
R2,RandomWayPoint,16,61,10,0,-0.223084809,1,1,0,1.4,Normal,Normal
R3,RandomWayPoint,16,53,12,129,-0.615028594,519,390,0,1.4,Normal,Normal
R4,RandomWayPoint,16,65,16,0,-0.226683584,4,4,1,1.4,Normal,Normal
R5,RandomWayPoint,16,61,8,-3,-0.18929632,0,3,0,1.4,Normal,Normal
R6,RandomWayPoint,16,52,9,0,-0.190797163,0,0,0,1.4,Normal,Normal
R7,RandomWayPoint,16,68,11,0,-0.219878731,1,1,0,1.4,Normal,Normal
R8,RandomWayPoint,16,75,12,6,-0.176624165,31,25,1,1.4,Normal,Normal
R9,RandomWayPoint,16,59,10,31,-0.378745352,158,127,0,1.4,Normal,Normal
R10,RandomWayPoint,16,66,10,-3,-0.225998601,0,3,0,1.4,Normal,Normal
R11,RandomWayPoint,16,58,10,0,-0.186634839,0,0,0,1.4,Normal,Normal
R12,RandomWayPoint,16,44,6,0,-0.105334951,0,0,0,1.4,Normal,Normal
R13,RandomWayPoint,16,54,9,-2,-0.212129566,0,2,1,1.4,Normal,Normal
R14,RandomWayPoint,16,67,16,364,-0.614367804,643,279,11,1.4,Normal,Normal
R15,RandomWayPoint,16,69,16,13,-0.31842012,76,63,0,1.4,Normal,Normal
R16,RandomWayPoint,16,63,11,-4,-0.228682764,0,4,0,1.4,Normal,Normal
R17,RandomWayPoint,16,65,11,132,-0.288383636,203,71,0,1.4,Normal,Normal
R18,RandomWayPoint,16,46,8,0,-0.240286674,0,0,1,1.4,Normal,Normal
R19,RandomWayPoint,16,60,16,28,-0.2591428,47,19,7,1.4,Normal,Normal
R20,RandomWayPoint,16,58,7,-1,-0.162910454,0,1,0,1.4,Normal,Normal
R21,RandomWayPoint,16,56,12,-3,-0.346360401,176,179,0,1.4,Normal,Normal
R22,RandomWayPoint,16,62,8,-1,-0.226289184,0,1,0,1.4,Normal,Normal
A,RandomWayPoint,16,66,1998,-1367,-1.501112238,6,1373,2,1.4,Normal,Normal
B,RandomWayPoint,16,789,11,724,-0.226752998,730,6,2,1.4,Normal,Normal
R0,RandomWayPoint,20,103,16,0,-0.18738427,0,0,0,1.4,Normal,Normal
R1,RandomWayPoint,20,110,20,-1,-0.183024973,0,1,0,1.4,Normal,Normal
R2,RandomWayPoint,20,125,20,0,-0.202443686,4,4,0,1.4,Normal,Normal
R3,RandomWayPoint,20,122,17,0,-0.157206699,0,0,0,1.4,Normal,Normal
R4,RandomWayPoint,20,108,26,162,-0.561808957,499,337,8,1.4,Normal,Normal
R5,RandomWayPoint,20,132,20,0,-0.183603405,3,3,0,1.4,Normal,Normal
R6,RandomWayPoint,20,112,20,0,-0.197253085,4,4,0,1.4,Normal,Normal
R7,RandomWayPoint,20,105,19,0,-0.256808165,1,1,0,1.4,Normal,Normal
R8,RandomWayPoint,20,151,19,0,-0.228500024,0,0,0,1.4,Normal,Normal
R9,RandomWayPoint,20,128,19,-1,-0.207107925,0,1,0,1.4,Normal,Normal
R10,RandomWayPoint,20,128,18,0,-0.19090779,0,0,0,1.4,Normal,Normal
R11,RandomWayPoint,20,131,25,0,-0.256876684,1,1,0,1.4,Normal,Normal
R12,RandomWayPoint,20,134,18,1,-0.15030568,1,0,1,1.4,Normal,Normal
R13,RandomWayPoint,20,137,23,275,-0.524225283,510,235,11,1.4,Normal,Normal
R14,RandomWayPoint,20,146,20,-1,-0.229820496,0,1,0,1.4,Normal,Normal
R15,RandomWayPoint,20,144,20,-1,-0.206128302,22,23,1,1.4,Normal,Normal
R16,RandomWayPoint,20,149,24,0,-0.234259183,0,0,0,1.4,Normal,Normal
R17,RandomWayPoint,20,142,24,2,-0.493320945,273,271,0,1.4,Normal,Normal
R18,RandomWayPoint,20,127,25,244,-0.376560419,276,32,12,1.4,Normal,Normal
R19,RandomWayPoint,20,131,19,-2,-0.222335138,1,3,0,1.4,Normal,Normal
R20,RandomWayPoint,20,109,16,0,-0.122415871,0,0,0,1.4,Normal,Normal
R21,RandomWayPoint,20,111,17,0,-0.184876036,0,0,0,1.4,Normal,Normal
R22,RandomWayPoint,20,120,17,0,-0.198101731,0,0,0,1.4,Normal,Normal
A,RandomWayPoint,20,156,1976,-1316,-1.512170495,24,1340,20,1.4,Normal,Normal
B,RandomWayPoint,20,826,23,686,-0.171481288,700,14,2,1.4,Normal,Normal
R0,RandomWayPoint,4,37,10,161,-1.138122366,1217,1056,0,1.4,Normal,Normal
R1,RandomWayPoint,4,26,2,0,-0.198992862,0,0,0,1.4,Normal,Normal
R2,RandomWayPoint,4,34,4,0,-0.206068118,0,0,0,1.4,Normal,Normal
R3,RandomWayPoint,4,21,2,0,-0.164677882,0,0,0,1.4,Normal,Normal
R4,RandomWayPoint,4,17,2,0,-0.168907607,0,0,0,1.4,Normal,Normal
R5,RandomWayPoint,4,15,2,0,-0.195697185,0,0,0,1.4,Normal,Normal
R6,RandomWayPoint,4,72,7,0,-0.253835847,35,35,0,1.4,Normal,Normal
R7,RandomWayPoint,4,72,8,0,-0.206096548,0,0,0,1.4,Normal,Normal
R8,RandomWayPoint,4,31,4,0,-0.263685063,0,0,0,1.4,Normal,Normal
R9,RandomWayPoint,4,45,14,780,-0.70672103,1101,321,2,1.4,Normal,Normal
R10,RandomWayPoint,4,67,14,8,-0.541900082,267,259,4,1.4,Normal,Normal
R11,RandomWayPoint,4,44,6,0,-0.27467251,0,0,0,1.4,Normal,Normal
R12,RandomWayPoint,4,59,8,73,-0.474852282,305,232,0,1.4,Normal,Normal
R13,RandomWayPoint,4,31,7,0,-0.289554715,0,0,0,1.4,Normal,Normal
R14,RandomWayPoint,4,15,2,0,-0.182954928,0,0,0,1.4,Normal,Normal
R15,RandomWayPoint,4,65,12,0,-0.388110761,281,281,0,1.4,Normal,Normal
R16,RandomWayPoint,4,70,7,0,-0.181613261,0,0,0,1.4,Normal,Normal
R17,RandomWayPoint,4,67,11,2,-0.177862667,3,1,2,1.4,Normal,Normal
R18,RandomWayPoint,4,77,9,0,-0.182053638,0,0,0,1.4,Normal,Normal
R19,RandomWayPoint,4,45,5,0,-0.165352296,40,40,0,1.4,Normal,Normal
R20,RandomWayPoint,4,56,5,0,-0.242641777,0,0,0,1.4,Normal,Normal
R21,RandomWayPoint,4,72,8,0,-0.227179405,0,0,0,1.4,Normal,Normal
R22,RandomWayPoint,4,61,8,0,-0.260300037,0,0,0,1.4,Normal,Normal
A,RandomWayPoint,4,21,2070,-1269,-1.413721165,2,1271,1,1.4,Normal,Normal
B,RandomWayPoint,4,347,9,321,-0.108105845,328,7,1,1.4,Normal,Normal
R0,RandomWayPoint,8,7,1,0,-0.282851972,0,0,0,1.4,Blackhole,Normal
R1,RandomWayPoint,8,16,2,0,-0.290617632,0,0,0,1.4,Blackhole,Normal
R2,RandomWayPoint,8,19,1,0,-0.281509368,0,0,0,1.4,Blackhole,Normal
R3,RandomWayPoint,8,6,0,0,-0.122101424,0,0,0,1.4,Blackhole,Normal
R4,RandomWayPoint,8,16,1,0,-0.244251448,0,0,0,1.4,Blackhole,Normal
R5,RandomWayPoint,8,15,2,1515,-0.318136775,1516,1,0,1.4,Blackhole,Attacker
R6,RandomWayPoint,8,13,2,0,-0.290602314,0,0,0,1.4,Blackhole,Normal
R7,RandomWayPoint,8,6,1,0,-0.200085258,0,0,0,1.4,Blackhole,Normal
R8,RandomWayPoint,8,11,2,0,-0.290585921,0,0,0,1.4,Blackhole,Normal
R9,RandomWayPoint,8,8,1,0,-0.166891996,0,0,0,1.4,Blackhole,Normal
R10,RandomWayPoint,8,6,1,0,-0.109936308,0,0,0,1.4,Blackhole,Normal
R11,RandomWayPoint,8,12,2,0,-0.290234914,0,0,0,1.4,Blackhole,Normal
R12,RandomWayPoint,8,7,1,0,-0.187756411,0,0,0,1.4,Blackhole,Normal
R13,RandomWayPoint,8,17,1,0,-0.285410162,0,0,0,1.4,Blackhole,Normal
R14,RandomWayPoint,8,4,1,0,-0.215678514,0,0,0,1.4,Blackhole,Normal
R15,RandomWayPoint,8,6,1,0,-0.169228316,0,0,0,1.4,Blackhole,Normal
R16,RandomWayPoint,8,10,0,0,-0.061986553,0,0,0,1.4,Blackhole,Normal
R17,RandomWayPoint,8,6,1,0,-0.065484889,0,0,0,1.4,Blackhole,Normal
R18,RandomWayPoint,8,14,3,176,-1.558257305,1690,1514,0,1.4,Blackhole,Normal
R19,RandomWayPoint,8,14,2,0,-0.290601915,0,0,0,1.4,Blackhole,Normal
R20,RandomWayPoint,8,9,1,0,-0.251618639,0,0,0,1.4,Blackhole,Normal
R21,RandomWayPoint,8,16,1,0,-0.282086179,0,0,0,1.4,Blackhole,Normal
R22,RandomWayPoint,8,9,2,0,-0.145997472,1,1,0,1.4,Blackhole,Normal
A,RandomWayPoint,8,9,1963,-1688,-1.626940593,1,1689,0,1.4,Blackhole,Normal
B,RandomWayPoint,8,6,1,-1,-0.103300113,0,1,0,1.4,Blackhole,Normal
R0,RandomWayPoint,12,58,7,0,-0.283883508,0,0,0,1.4,Blackhole,Normal
R1,RandomWayPoint,12,57,8,0,-0.265328674,14,14,0,1.4,Blackhole,Normal
R2,RandomWayPoint,12,40,7,0,-0.28181356,0,0,0,1.4,Blackhole,Normal
R3,RandomWayPoint,12,42,3,0,-0.21259243,0,0,0,1.4,Blackhole,Normal
R4,RandomWayPoint,12,30,5,0,-0.222969214,0,0,0,1.4,Blackhole,Normal
R5,RandomWayPoint,12,55,6,0,-0.249663386,0,0,0,1.4,Blackhole,Normal
R6,RandomWayPoint,12,53,7,0,-0.287627702,0,0,0,1.4,Blackhole,Normal
R7,RandomWayPoint,12,63,8,0,-0.17789024,2,2,2,1.4,Blackhole,Normal
R8,RandomWayPoint,12,58,7,0,-0.224364861,0,0,0,1.4,Blackhole,Normal
R9,RandomWayPoint,12,22,5,0,-0.213925486,0,0,0,1.4,Blackhole,Normal
R10,RandomWayPoint,12,39,6,0,-0.293116405,5,5,0,1.4,Blackhole,Normal
R11,RandomWayPoint,12,71,10,1,-0.266984061,10,9,1,1.4,Blackhole,Normal
R12,RandomWayPoint,12,66,10,636,-0.252858971,638,2,2,1.4,Blackhole,Attacker
R13,RandomWayPoint,12,49,7,0,-0.277025248,0,0,0,1.4,Blackhole,Normal
R14,RandomWayPoint,12,47,7,0,-0.279714044,0,0,0,1.4,Blackhole,Normal
R15,RandomWayPoint,12,54,7,0,-0.289653508,0,0,0,1.4,Blackhole,Normal
R16,RandomWayPoint,12,69,10,2,-0.248301324,2,0,3,1.4,Blackhole,Normal
R17,RandomWayPoint,12,50,3,0,-0.228609225,0,0,0,1.4,Blackhole,Normal
R18,RandomWayPoint,12,63,9,260,-0.948262727,957,697,0,1.4,Blackhole,Normal
R19,RandomWayPoint,12,54,10,39,-0.893570353,714,675,3,1.4,Blackhole,Normal
R20,RandomWayPoint,12,71,11,0,-0.251722837,31,31,1,1.4,Blackhole,Normal
R21,RandomWayPoint,12,49,7,0,-0.26149581,0,0,0,1.4,Blackhole,Normal
R22,RandomWayPoint,12,69,9,34,-0.79851958,662,628,0,1.4,Blackhole,Normal
A,RandomWayPoint,12,41,2084,-965,-1.193903032,3,968,3,1.4,Blackhole,Normal
B,RandomWayPoint,12,77,12,32,-0.180246337,39,7,0,1.4,Blackhole,Normal
R0,RandomWayPoint,16,62,10,0,-0.140765516,0,0,0,1.4,Normal,Normal
R1,RandomWayPoint,16,37,9,10,-0.450602426,268,258,0,1.4,Normal,Normal
R2,RandomWayPoint,16,61,10,0,-0.223084809,1,1,0,1.4,Normal,Normal
R3,RandomWayPoint,16,53,12,129,-0.615028594,519,390,0,1.4,Normal,Normal
R4,RandomWayPoint,16,65,16,0,-0.226683584,4,4,1,1.4,Normal,Normal
R5,RandomWayPoint,16,61,8,-3,-0.18929632,0,3,0,1.4,Normal,Normal
R6,RandomWayPoint,16,52,9,0,-0.190797163,0,0,0,1.4,Normal,Normal
R7,RandomWayPoint,16,68,11,0,-0.219878731,1,1,0,1.4,Normal,Normal
R8,RandomWayPoint,16,75,12,6,-0.176624165,31,25,1,1.4,Normal,Normal
R9,RandomWayPoint,16,59,10,31,-0.378745352,158,127,0,1.4,Normal,Normal
R10,RandomWayPoint,16,66,10,-3,-0.225998601,0,3,0,1.4,Normal,Normal
R11,RandomWayPoint,16,58,10,0,-0.186634839,0,0,0,1.4,Normal,Normal
R12,RandomWayPoint,16,44,6,0,-0.105334951,0,0,0,1.4,Normal,Normal
R13,RandomWayPoint,16,54,9,-2,-0.212129566,0,2,1,1.4,Normal,Normal
R14,RandomWayPoint,16,67,16,364,-0.614367804,643,279,11,1.4,Normal,Normal
R15,RandomWayPoint,16,69,16,13,-0.31842012,76,63,0,1.4,Normal,Normal
R16,RandomWayPoint,16,63,11,-4,-0.228682764,0,4,0,1.4,Normal,Normal
R17,RandomWayPoint,16,65,11,132,-0.288383636,203,71,0,1.4,Normal,Normal
R18,RandomWayPoint,16,46,8,0,-0.240286674,0,0,1,1.4,Normal,Normal
R19,RandomWayPoint,16,60,16,28,-0.2591428,47,19,7,1.4,Normal,Normal
R20,RandomWayPoint,16,58,7,-1,-0.162910454,0,1,0,1.4,Normal,Normal
R21,RandomWayPoint,16,56,12,-3,-0.346360401,176,179,0,1.4,Normal,Normal
R22,RandomWayPoint,16,62,8,-1,-0.226289184,0,1,0,1.4,Normal,Normal
A,RandomWayPoint,16,66,1998,-1367,-1.501112238,6,1373,2,1.4,Normal,Normal
B,RandomWayPoint,16,789,11,724,-0.226752998,730,6,2,1.4,Normal,Normal
R0,RandomWayPoint,20,92,17,-1,-0.243712637,0,1,0,1.4,Normal,Normal
R1,RandomWayPoint,20,77,17,0,-0.166502231,1,1,0,1.4,Normal,Normal
R2,RandomWayPoint,20,109,17,4,-0.254555023,5,1,3,1.4,Normal,Normal
R3,RandomWayPoint,20,71,10,0,-0.150020758,0,0,0,1.4,Normal,Normal
R4,RandomWayPoint,20,92,18,0,-0.16771944,0,0,0,1.4,Normal,Normal
R5,RandomWayPoint,20,121,16,-5,-0.229291599,12,17,0,1.4,Normal,Normal
R6,RandomWayPoint,20,97,13,-1,-0.205814168,0,1,0,1.4,Normal,Normal
R7,RandomWayPoint,20,99,20,212,-0.912158645,913,701,0,1.4,Normal,Normal
R8,RandomWayPoint,20,119,18,-2,-0.235858203,1,3,0,1.4,Normal,Normal
R9,RandomWayPoint,20,144,19,-6,-0.218271467,3,9,0,1.4,Normal,Normal
R10,RandomWayPoint,20,96,15,0,-0.264257587,1,1,0,1.4,Normal,Normal
R11,RandomWayPoint,20,83,17,0,-0.265985622,0,0,0,1.4,Normal,Normal
R12,RandomWayPoint,20,127,19,-4,-0.178668588,11,15,1,1.4,Normal,Normal
R13,RandomWayPoint,20,82,14,0,-0.260707973,0,0,0,1.4,Normal,Normal
R14,RandomWayPoint,20,134,17,-1,-0.246114461,2,3,0,1.4,Normal,Normal
R15,RandomWayPoint,20,114,16,-2,-0.20784637,3,5,1,1.4,Normal,Normal
R16,RandomWayPoint,20,117,21,71,-0.485099316,342,271,0,1.4,Normal,Normal
R17,RandomWayPoint,20,113,22,245,-0.328584257,297,52,1,1.4,Normal,Normal
R18,RandomWayPoint,20,101,20,1,-0.280189599,8,7,1,1.4,Normal,Normal
R19,RandomWayPoint,20,85,14,0,-0.266669906,0,0,0,1.4,Normal,Normal
R20,RandomWayPoint,20,87,9,0,-0.159293747,1,1,0,1.4,Normal,Normal
R21,RandomWayPoint,20,107,23,14,-0.309422673,58,44,9,1.4,Normal,Normal
R22,RandomWayPoint,20,113,23,42,-0.903061256,737,695,16,1.4,Normal,Normal
A,RandomWayPoint,20,109,2004,-1244,-1.350699544,10,1254,2,1.4,Normal,Normal
B,RandomWayPoint,20,811,19,700,-0.230850866,713,13,2,1.4,Normal,Normal
R0,RandomWayPoint,4,8,2,0,-0.203120022,0,0,0,1.4,Blackhole,Normal
R1,RandomWayPoint,4,7,1,0,-0.083617868,0,0,0,1.4,Blackhole,Normal
R2,RandomWayPoint,4,9,1,0,-0.06363464,0,0,0,1.4,Blackhole,Normal
R3,RandomWayPoint,4,7,1,0,-0.090190441,0,0,0,1.4,Blackhole,Normal
R4,RandomWayPoint,4,7,1,0,-0.105219505,0,0,0,1.4,Blackhole,Normal
R5,RandomWayPoint,4,7,1,0,-0.134559842,0,0,0,1.4,Blackhole,Normal
R6,RandomWayPoint,4,9,2,0,-0.068368155,1,1,0,1.4,Blackhole,Normal
R7,RandomWayPoint,4,12,1,0,-0.063031395,0,0,0,1.4,Blackhole,Normal
R8,RandomWayPoint,4,10,1,0,-0.153526834,0,0,0,1.4,Blackhole,Normal
R9,RandomWayPoint,4,10,3,2033,-0.24310754,2034,1,0,1.4,Blackhole,Attacker
R10,RandomWayPoint,4,8,1,0,-0.068002596,0,0,0,1.4,Blackhole,Normal
R11,RandomWayPoint,4,9,1,0,-0.170410161,0,0,0,1.4,Blackhole,Normal
R12,RandomWayPoint,4,10,1,0,-0.115667574,0,0,0,1.4,Blackhole,Normal
R13,RandomWayPoint,4,7,2,0,-0.203112002,0,0,0,1.4,Blackhole,Normal
R14,RandomWayPoint,4,7,1,0,-0.122113024,0,0,0,1.4,Blackhole,Normal
R15,RandomWayPoint,4,7,1,0,-0.060485688,0,0,0,1.4,Blackhole,Normal
R16,RandomWayPoint,4,9,1,0,-0.062792439,0,0,0,1.4,Blackhole,Normal
R17,RandomWayPoint,4,7,1,0,-0.034725956,0,0,0,1.4,Blackhole,Normal
R18,RandomWayPoint,4,11,1,0,-0.062197903,0,0,0,1.4,Blackhole,Normal
R19,RandomWayPoint,4,7,2,0,-0.060468505,1,1,0,1.4,Blackhole,Normal
R20,RandomWayPoint,4,8,1,0,-0.092326661,0,0,0,1.4,Blackhole,Normal
R21,RandomWayPoint,4,11,1,0,-0.063709784,0,0,0,1.4,Blackhole,Normal
R22,RandomWayPoint,4,10,1,0,-0.119676651,0,0,0,1.4,Blackhole,Normal
A,RandomWayPoint,4,7,2041,-2032,-1.770883522,1,2033,0,1.4,Blackhole,Normal
B,RandomWayPoint,4,3,1,-1,-0.000832621,0,1,0,1.4,Blackhole,Normal
R0,RandomWayPoint,10,11,2,0,-0.1998089,0,0,0,1.4,Blackhole,Normal
R1,RandomWayPoint,10,7,1,0,-0.17863939,0,0,0,1.4,Blackhole,Normal
R2,RandomWayPoint,10,2,0,0,-0.101193496,0,0,0,1.4,Blackhole,Normal
R3,RandomWayPoint,10,12,1,0,-0.180800185,0,0,0,1.4,Blackhole,Normal
R4,RandomWayPoint,10,9,1,0,-0.190784434,0,0,0,1.4,Blackhole,Normal
R5,RandomWayPoint,10,11,2,0,-0.199804758,0,0,0,1.4,Blackhole,Normal
R6,RandomWayPoint,10,11,2,0,-0.174049799,1,1,0,1.4,Blackhole,Normal
R7,RandomWayPoint,10,8,1,0,-0.104174885,0,0,0,1.4,Blackhole,Normal
R8,RandomWayPoint,10,8,1,0,-0.135698161,0,0,0,1.4,Blackhole,Normal
R9,RandomWayPoint,10,11,2,0,-0.199784881,0,0,0,1.4,Blackhole,Normal
R10,RandomWayPoint,10,12,3,1998,-0.239089576,1999,1,0,1.4,Blackhole,Attacker
R11,RandomWayPoint,10,12,2,0,-0.199842098,0,0,0,1.4,Blackhole,Normal
R12,RandomWayPoint,10,8,1,0,-0.160608941,0,0,0,1.4,Blackhole,Normal
R13,RandomWayPoint,10,4,0,0,-0.148797411,0,0,0,1.4,Blackhole,Normal
R14,RandomWayPoint,10,7,2,0,-0.163293445,1,1,0,1.4,Blackhole,Normal
R15,RandomWayPoint,10,4,1,0,-0.15097076,0,0,0,1.4,Blackhole,Normal
R16,RandomWayPoint,10,6,1,0,-0.157334561,0,0,0,1.4,Blackhole,Normal
R17,RandomWayPoint,10,4,1,0,-0.140373918,0,0,0,1.4,Blackhole,Normal
R18,RandomWayPoint,10,8,1,0,-0.180241946,0,0,0,1.4,Blackhole,Normal
R19,RandomWayPoint,10,10,2,0,-0.199343192,0,0,0,1.4,Blackhole,Normal
R20,RandomWayPoint,10,6,1,0,-0.156789271,0,0,0,1.4,Blackhole,Normal
R21,RandomWayPoint,10,4,1,0,-0.150813561,0,0,0,1.4,Blackhole,Normal
R22,RandomWayPoint,10,6,1,0,-0.15101298,0,0,0,1.4,Blackhole,Normal
A,RandomWayPoint,10,12,2020,-1997,-1.730792831,1,1998,0,1.4,Blackhole,Normal
B,RandomWayPoint,10,2,1,-1,-0.110675806,0,1,0,1.4,Blackhole,Normal
