Node,Mobility,Mobility_speed,packet_Received,packet_Sent,Forwarding_Difference,Energy,num_Received,num_Sent,packet_Drop,Transmission_Power,Attack_type,Type_of_node
R5,Mass,12,86,20,17,-0.661128956,442,425,7,1.4,Normal,Normal
R6,Mass,12,85,14,25,-0.453479154,299,274,2,1.4,Normal,Normal
R7,Mass,12,86,18,340,-0.368943159,358,18,11,1.4,Normal,Normal
R8,Mass,12,38,7,0,-0.188177002,0,0,0,1.4,Normal,Normal
R9,Mass,12,112,19,3,-0.227904115,13,10,4,1.4,Normal,Normal
R10,Mass,12,98,10,0,-0.135050681,0,0,0,1.4,Normal,Normal
R11,Mass,12,92,14,-2,-0.12697066,11,13,0,1.4,Normal,Normal
R12,Mass,12,32,7,0,-0.13191509,0,0,0,1.4,Normal,Normal
R13,Mass,12,69,24,8,-0.275097505,14,6,8,1.4,Normal,Normal
R14,Mass,12,93,17,2,-0.192549073,15,13,2,1.4,Normal,Normal
R15,Mass,12,26,7,0,-0.119704919,0,0,0,1.4,Normal,Normal
R16,Mass,12,79,14,0,-0.252696381,11,11,0,1.4,Normal,Normal
R17,Mass,12,107,19,1,-0.185188798,4,3,1,1.4,Normal,Normal
R18,Mass,12,111,22,1,-0.223954008,111,110,2,1.4,Normal,Normal
R19,Mass,12,99,12,-2,-0.123951823,2,4,0,1.4,Normal,Normal
R20,Mass,12,86,14,-2,-0.154927393,12,14,1,1.4,Normal,Normal
R21,Mass,12,79,14,0,-0.253179107,11,11,0,1.4,Normal,Normal
R22,Mass,12,80,9,0,-0.100649089,0,0,0,1.4,Normal,Normal
A,Mass,12,79,2002,-1105,-1.496761126,16,1121,15,1.4,Normal,Normal
B,Mass,12,881,19,776,-0.187239082,788,12,2,1.4,Normal,Normal
R0,Mass,16,149,37,97,-0.373510354,159,62,9,1.4,Normal,Normal
R1,Mass,16,120,37,100,-0.316369973,203,103,6,1.4,Normal,Normal
R2,Mass,16,112,27,-2,-0.173968772,5,7,1,1.4,Normal,Normal
R3,Mass,16,133,30,-3,-0.353892898,137,140,2,1.4,Normal,Normal
R4,Mass,16,127,31,39,-0.334836382,67,28,3,1.4,Normal,Normal
R5,Mass,16,107,28,-1,-0.182043881,15,16,1,1.4,Normal,Normal
R6,Mass,16,135,30,336,-0.45485197,465,129,0,1.4,Normal,Normal
R7,Mass,16,137,35,5,-0.836610824,786,781,4,1.4,Normal,Normal
R8,Mass,16,142,29,4,-0.294084115,54,50,7,1.4,Normal,Normal
R9,Mass,16,72,17,-1,-0.089907195,0,1,0,1.4,Normal,Normal
R10,Mass,16,90,17,0,-0.103502726,0,0,0,1.4,Normal,Normal
R11,Mass,16,112,25,3,-0.28626159,4,1,0,1.4,Normal,Normal
R12,Mass,16,108,25,2,-0.131397259,4,2,2,1.4,Normal,Normal
R13,Mass,16,72,16,0,-0.098161172,0,0,0,1.4,Normal,Normal
R14,Mass,16,153,37,22,-0.279166829,31,9,13,1.4,Normal,Normal
R15,Mass,16,61,16,0,-0.185650933,0,0,0,1.4,Normal,Normal
R16,Mass,16,85,16,0,-0.204274999,0,0,0,1.4,Normal,Normal
R17,Mass,16,164,37,72,-0.318938435,184,112,1,1.4,Normal,Normal
R18,Mass,16,85,21,0,-0.141418479,51,51,1,1.4,Normal,Normal
R19,Mass,16,127,27,0,-0.176224792,0,0,0,1.4,Normal,Normal
R20,Mass,16,134,25,3,-0.198788174,9,6,2,1.4,Normal,Normal
R21,Mass,16,91,17,0,-0.115424498,0,0,0,1.4,Normal,Normal
R22,Mass,16,58,13,0,-0.193592011,0,0,0,1.4,Normal,Normal
A,Mass,16,162,1958,-1446,-1.531714774,13,1459,7,1.4,Normal,Normal
B,Mass,16,978,28,845,-0.207297714,859,14,3,1.4,Normal,Normal
R0,Mass,20,115,20,-2,-0.199161964,13,15,1,1.4,Normal,Normal
R1,Mass,20,104,15,0,-0.181125613,0,0,0,1.4,Normal,Normal
R2,Mass,20,108,18,0,-0.17413984,1,1,0,1.4,Normal,Normal
R3,Mass,20,126,21,0,-0.261318385,1,1,0,1.4,Normal,Normal
R4,Mass,20,124,20,0,-0.257691821,60,60,2,1.4,Normal,Normal
R5,Mass,20,110,18,0,-0.246399783,12,12,0,1.4,Normal,Normal
R6,Mass,20,131,27,314,-0.521076543,469,155,8,1.4,Normal,Normal
R7,Mass,20,103,25,23,-0.319873515,33,10,5,1.4,Normal,Normal
R8,Mass,20,111,24,416,-0.368435651,442,26,20,1.4,Normal,Normal
R9,Mass,20,114,17,11,-0.19417745,32,21,0,1.4,Normal,Normal
R10,Mass,20,101,20,56,-0.5619081,493,437,0,1.4,Normal,Normal
R11,Mass,20,135,25,1,-0.294502941,50,49,0,1.4,Normal,Normal
R12,Mass,20,125,21,0,-0.216889305,17,17,0,1.4,Normal,Normal
R13,Mass,20,132,25,-1,-0.22946599,40,41,1,1.4,Normal,Normal
R14,Mass,20,129,20,7,-0.292194346,18,11,7,1.4,Normal,Normal
R15,Mass,20,111,19,60,-0.278567613,89,29,1,1.4,Normal,Normal
R16,Mass,20,105,12,0,-0.174223563,0,0,0,1.4,Normal,Normal
R17,Mass,20,105,24,53,-0.358723307,120,67,1,1.4,Normal,Normal
R18,Mass,20,111,16,0,-0.120743044,0,0,0,1.4,Normal,Normal
R19,Mass,20,99,16,-2,-0.153312428,43,45,1,1.4,Normal,Normal
R20,Mass,20,115,20,0,-0.220083524,79,79,1,1.4,Normal,Normal
R21,Mass,20,139,22,1,-0.290344728,32,31,0,1.4,Normal,Normal
R22,Mass,20,121,23,1,-0.235253144,15,14,2,1.4,Normal,Normal
A,Mass,20,135,2047,-1208,-1.59774217,18,1226,24,1.4,Normal,Normal
B,Mass,20,548,19,443,-0.128641583,457,14,0,1.4,Normal,Normal
R0,Mass,3,103,31,0,-0.086340611,4,4,0,1.4,Blackhole,Normal
R1,Mass,3,190,51,10,-0.380705951,77,67,3,1.4,Blackhole,Normal
R2,Mass,3,232,38,-2,-0.092796672,1,3,1,1.4,Blackhole,Normal
R3,Mass,3,320,58,347,-0.161987483,360,13,2,1.4,Blackhole,Attacker
R4,Mass,3,197,50,514,-0.586090504,764,250,3,1.4,Blackhole,Normal
R5,Mass,3,371,54,-5,-0.134500884,30,35,0,1.4,Blackhole,Normal
R6,Mass,3,169,39,-1,-0.267948527,7,8,0,1.4,Blackhole,Normal
R7,Mass,3,107,34,1,-0.135480903,5,4,1,1.4,Blackhole,Normal
R8,Mass,3,202,47,465,-0.8628973,1076,611,3,1.4,Blackhole,Normal
R9,Mass,3,339,59,2,-0.170036213,19,17,5,1.4,Blackhole,Normal
R10,Mass,3,321,51,-1,-0.139283177,7,8,3,1.4,Blackhole,Normal
R11,Mass,3,166,52,36,-0.470469637,204,168,5,1.4,Blackhole,Normal
R12,Mass,3,352,46,-3,-0.114532219,2,5,0,1.4,Blackhole,Normal
R13,Mass,3,362,66,15,-0.237206382,62,47,11,1.4,Blackhole,Normal
R14,Mass,3,345,49,-2,-0.105481677,3,5,2,1.4,Blackhole,Normal
R15,Mass,3,387,65,29,-0.276041132,68,39,15,1.4,Blackhole,Normal
R16,Mass,3,208,41,0,-0.146127359,4,4,1,1.4,Blackhole,Normal
R17,Mass,3,200,39,0,-0.153263206,1,1,1,1.4,Blackhole,Normal
R18,Mass,3,360,50,-5,-0.144264398,21,26,2,1.4,Blackhole,Normal
R19,Mass,3,204,40,-3,-0.197240525,11,14,0,1.4,Blackhole,Normal
R20,Mass,3,285,67,10,-0.506339693,293,283,12,1.4,Blackhole,Normal
R21,Mass,3,164,38,2,-0.137393973,4,2,1,1.4,Blackhole,Normal
R22,Mass,3,191,53,69,-0.32580788,116,47,0,1.4,Blackhole,Normal
A,Mass,3,160,2082,-1325,-1.53197748,20,1345,13,1.4,Blackhole,Normal
B,Mass,3,356,52,50,-0.107140587,73,23,4,1.4,Blackhole,Normal
R0,Mass,12,51,11,0,-0.214076198,0,0,0,1.4,Blackhole,Normal
R1,Mass,12,92,15,-1,-0.099802504,9,10,0,1.4,Blackhole,Normal
R2,Mass,12,87,19,821,-0.210129781,827,6,0,1.4,Blackhole,Attacker
R3,Mass,12,94,14,0,-0.208493076,0,0,0,1.4,Blackhole,Normal
R4,Mass,12,34,7,0,-0.239744032,0,0,0,1.4,Blackhole,Normal
R5,Mass,12,75,13,0,-0.22973146,1,1,0,1.4,Blackhole,Normal
R6,Mass,12,61,9,0,-0.178554209,0,0,0,1.4,Blackhole,Normal
R7,Mass,12,82,17,340,-0.392404143,358,18,11,1.4,Blackhole,Normal
R8,Mass,12,35,7,0,-0.219935662,0,0,0,1.4,Blackhole,Normal
R9,Mass,12,98,21,3,-0.207927572,16,13,4,1.4,Blackhole,Normal
R10,Mass,12,77,9,0,-0.110965875,0,0,0,1.4,Blackhole,Normal
R11,Mass,12,72,12,-1,-0.13175773,11,12,0,1.4,Blackhole,Normal
R12,Mass,12,29,7,46,-0.121614011,68,22,0,1.4,Blackhole,Normal
R13,Mass,12,61,21,8,-0.273070671,14,6,8,1.4,Blackhole,Normal
R14,Mass,12,93,17,2,-0.236962895,15,13,2,1.4,Blackhole,Normal
R15,Mass,12,27,6,0,-0.068253832,0,0,0,1.4,Blackhole,Normal
R16,Mass,12,62,15,510,-1.162322643,1383,873,7,1.4,Blackhole,Normal
R17,Mass,12,87,13,0,-0.214519949,0,0,0,1.4,Blackhole,Normal
R18,Mass,12,85,20,2,-0.087159172,5,3,3,1.4,Blackhole,Normal
R19,Mass,12,81,11,-1,-0.106670653,2,3,0,1.4,Blackhole,Normal
R20,Mass,12,68,11,-1,-0.126672287,1,2,1,1.4,Blackhole,Normal
R21,Mass,12,66,13,0,-0.27999701,0,0,0,1.4,Blackhole,Normal
R22,Mass,12,65,10,-1,-0.077029857,2,3,0,1.4,Blackhole,Normal
A,Mass,12,85,2124,-1733,-1.709181833,10,1743,2,1.4,Blackhole,Normal
B,Mass,12,121,17,42,-0.092207737,52,10,2,1.4,Blackhole,Normal
R0,Mass,20,102,18,0,-0.150410349,11,11,1,1.4,Blackhole,Normal
R1,Mass,20,79,16,1,-0.157517383,3,2,1,1.4,Blackhole,Normal
R2,Mass,20,68,17,-2,-0.141446428,15,17,0,1.4,Blackhole,Normal
R3,Mass,20,89,19,3,-0.214786924,5,2,1,1.4,Blackhole,Normal
R4,Mass,20,90,18,-4,-0.269120293,61,65,2,1.4,Blackhole,Normal
R5,Mass,20,63,14,-3,-0.181580076,9,12,0,1.4,Blackhole,Normal
R6,Mass,20,101,18,0,-0.233718716,1,1,0,1.4,Blackhole,Normal
R7,Mass,20,74,21,22,-0.269812908,35,13,5,1.4,Blackhole,Normal
R8,Mass,20,46,11,0,-0.140331688,1,1,1,1.4,Blackhole,Normal
R9,Mass,20,90,17,-1,-0.121031169,2,3,0,1.4,Blackhole,Normal
R10,Mass,20,82,17,694,-0.170359973,697,3,0,1.4,Blackhole,Attacker
R11,Mass,20,129,20,0,-0.234317426,2,2,0,1.4,Blackhole,Normal
R12,Mass,20,56,11,-1,-0.168832543,1,2,0,1.4,Blackhole,Normal
R13,Mass,20,105,19,-2,-0.175582998,14,16,1,1.4,Blackhole,Normal
R14,Mass,20,99,17,0,-0.189267153,1,1,0,1.4,Blackhole,Normal
R15,Mass,20,114,17,188,-0.366723568,316,128,4,1.4,Blackhole,Normal
R16,Mass,20,72,11,-2,-0.160404806,1,3,0,1.4,Blackhole,Normal
R17,Mass,20,92,23,53,-0.307532713,110,57,1,1.4,Blackhole,Normal
R18,Mass,20,89,18,84,-0.166821803,94,10,0,1.4,Blackhole,Normal
R19,Mass,20,63,11,-2,-0.108895741,2,4,0,1.4,Blackhole,Normal
R20,Mass,20,61,18,-3,-0.182342955,81,84,1,1.4,Blackhole,Normal
R21,Mass,20,113,19,2,-0.262208356,31,29,0,1.4,Blackhole,Normal
R22,Mass,20,104,19,-1,-0.17814636,2,3,0,1.4,Blackhole,Normal
A,Mass,20,122,2019,-1603,-1.844834196,18,1621,21,1.4,Blackhole,Normal
B,Mass,20,685,12,621,-0.151455598,632,11,0,1.4,Blackhole,Normal
R0,Mass,4,108,16,-3,-0.085014049,2,5,0,1.4,Blackhole,Normal
R1,Mass,4,115,19,-1,-0.190467594,3,4,0,1.4,Blackhole,Attacker
R2,Mass,4,110,16,-4,-0.02937342,1,5,0,1.4,Blackhole,Normal
R3,Mass,4,104,22,7,-0.089593493,19,12,9,1.4,Blackhole,Normal
R4,Mass,4,116,18,-1,-0.133271216,2,3,0,1.4,Blackhole,Normal
R5,Mass,4,102,20,6,-0.034251544,9,3,1,1.4,Blackhole,Normal
R6,Mass,4,47,5,0,-0.077501695,0,0,0,1.4,Blackhole,Normal
R7,Mass,4,53,6,0,-0.015099411,0,0,0,1.4,Blackhole,Normal
R8,Mass,4,62,12,-1,-0.074549216,0,1,0,1.4,Blackhole,Normal
R9,Mass,4,72,18,0,-0.211686783,1,1,0,1.4,Blackhole,Normal
R10,Mass,4,98,12,0,-0.095873944,0,0,0,1.4,Blackhole,Normal
R11,Mass,4,92,19,1,-0.064856621,25,24,2,1.4,Blackhole,Normal
R12,Mass,4,94,12,0,-0.098039883,0,0,0,1.4,Blackhole,Normal
R13,Mass,4,119,25,5,-0.106364716,19,14,2,1.4,Blackhole,Normal
R14,Mass,4,103,14,-1,-0.034462937,3,4,0,1.4,Blackhole,Normal
R15,Mass,4,34,15,-2,-0.049495446,33,35,2,1.4,Blackhole,Normal
R16,Mass,4,122,20,-2,-0.12095858,12,14,3,1.4,Blackhole,Normal
R17,Mass,4,81,12,0,-0.025040557,0,0,0,1.4,Blackhole,Normal
R18,Mass,4,104,20,0,-0.263326055,32,32,2,1.4,Blackhole,Normal
R19,Mass,4,57,6,0,-0.014643769,0,0,0,1.4,Blackhole,Normal
R20,Mass,4,95,12,0,-0.081939516,0,0,0,1.4,Blackhole,Normal
R21,Mass,4,92,20,1823,-0.248926007,1829,6,0,1.4,Blackhole,Attacker
R22,Mass,4,118,23,31,-0.28755526,44,13,8,1.4,Blackhole,Normal
A,Mass,4,59,2062,-1861,-1.723780649,5,1866,5,1.4,Blackhole,Normal
B,Mass,4,50,7,26,-0.021071474,32,6,0,1.4,Blackhole,Normal
R0,Mass,8,164,26,-2,-0.168206336,3,5,0,1.4,Blackhole,Normal
R1,Mass,8,171,26,0,-0.251850007,0,0,0,1.4,Blackhole,Attacker
R2,Mass,8,156,26,-2,-0.156048452,57,59,0,1.4,Blackhole,Normal
R3,Mass,8,166,23,1,-0.101898893,12,11,3,1.4,Blackhole,Normal
R4,Mass,8,172,31,498,-0.781614753,895,397,23,1.4,Blackhole,Normal
R5,Mass,8,164,24,-2,-0.123197104,33,35,1,1.4,Blackhole,Normal
R6,Mass,8,174,29,21,-0.580516938,402,381,0,1.4,Blackhole,Normal
R7,Mass,8,184,28,-1,-0.280229126,12,13,0,1.4,Blackhole,Normal
R8,Mass,8,182,39,369,-0.492916764,504,135,14,1.4,Blackhole,Normal
R9,Mass,8,184,32,71,-0.328686849,119,48,3,1.4,Blackhole,Normal
R10,Mass,8,144,35,222,-0.387754934,249,27,15,1.4,Blackhole,Normal
R11,Mass,8,141,24,2,-0.097195094,3,1,4,1.4,Blackhole,Normal
R12,Mass,8,138,18,0,-0.081998613,0,0,0,1.4,Blackhole,Normal
R13,Mass,8,156,25,-2,-0.24573665,15,17,0,1.4,Blackhole,Normal
R14,Mass,8,114,23,0,-0.153774374,0,0,0,1.4,Blackhole,Normal
R15,Mass,8,163,22,2,-0.137190857,29,27,0,1.4,Blackhole,Normal
R16,Mass,8,171,27,-1,-0.122948644,32,33,2,1.4,Blackhole,Normal
R17,Mass,8,153,18,0,-0.10394006,0,0,0,1.4,Blackhole,Normal
R18,Mass,8,181,19,0,-0.087798882,1,1,0,1.4,Blackhole,Normal
R19,Mass,8,178,25,0,-0.108174377,1,1,0,1.4,Blackhole,Normal
R20,Mass,8,203,28,1,-0.12500064,10,9,1,1.4,Blackhole,Normal
R21,Mass,8,121,28,0,-0.145898939,5,5,1,1.4,Blackhole,Attacker
R22,Mass,8,147,19,0,-0.07857968,0,0,0,1.4,Blackhole,Normal
A,Mass,8,123,2033,-1263,-1.456947779,29,1292,7,1.4,Blackhole,Normal
B,Mass,8,264,27,145,-0.092224072,165,20,1,1.4,Blackhole,Normal
R0,Mass,12,26,6,0,-0.224036524,0,0,0,1.4,Blackhole,Normal
R1,Mass,12,37,6,10,-0.069765748,12,2,0,1.4,Blackhole,Attacker
R2,Mass,12,49,6,0,-0.042637915,1,1,0,1.4,Blackhole,Normal
R3,Mass,12,35,5,0,-0.163208781,0,0,0,1.4,Blackhole,Normal
R4,Mass,12,9,2,0,-0.184194822,0,0,0,1.4,Blackhole,Normal
R5,Mass,12,49,7,0,-0.202700476,2,2,0,1.4,Blackhole,Normal
R6,Mass,12,19,1,0,-0.010900642,0,0,0,1.4,Blackhole,Normal
R7,Mass,12,39,5,0,-0.211245211,0,0,0,1.4,Blackhole,Normal
R8,Mass,12,9,2,0,-0.171712805,0,0,0,1.4,Blackhole,Normal
R9,Mass,12,44,10,3,-0.151932882,5,2,3,1.4,Blackhole,Normal
R10,Mass,12,29,1,0,-0.011121668,0,0,0,1.4,Blackhole,Normal
R11,Mass,12,26,1,0,-0.075336662,0,0,0,1.4,Blackhole,Normal
R12,Mass,12,7,2,0,-0.008248208,0,0,0,1.4,Blackhole,Normal
R13,Mass,12,34,12,11,-0.253927135,18,7,9,1.4,Blackhole,Normal
R14,Mass,12,53,11,3,-0.203302065,30,27,3,1.4,Blackhole,Normal
R15,Mass,12,9,2,0,-0.008534767,0,0,0,1.4,Blackhole,Normal
R16,Mass,12,40,6,0,-0.247745414,15,15,0,1.4,Blackhole,Normal
R17,Mass,12,34,5,0,-0.150901214,0,0,0,1.4,Blackhole,Normal
R18,Mass,12,40,7,-1,-0.032603661,16,17,0,1.4,Blackhole,Normal
R19,Mass,12,32,1,0,-0.068470945,0,0,0,1.4,Blackhole,Normal
R20,Mass,12,22,1,0,-0.103618839,0,0,0,1.4,Blackhole,Normal
R21,Mass,12,45,9,1873,-0.265552803,1876,3,0,1.4,Blackhole,Attacker
R22,Mass,12,18,1,0,-0.01045583,0,0,0,1.4,Blackhole,Normal
A,Mass,12,35,2103,-1892,-1.980306952,4,1896,2,1.4,Blackhole,Normal
B,Mass,12,38,7,11,-0.012309295,16,5,1,1.4,Blackhole,Normal
R0,Mass,16,84,15,8,-0.337317563,14,6,8,1.4,Blackhole,Normal
R1,Mass,16,81,10,59,-0.228496733,60,1,0,1.4,Blackhole,Attacker
R2,Mass,16,59,13,-1,-0.197376816,3,4,0,1.4,Blackhole,Normal
R3,Mass,16,83,12,0,-0.276437732,0,0,0,1.4,Blackhole,Normal
R4,Mass,16,69,10,0,-0.18415967,0,0,0,1.4,Blackhole,Normal
R5,Mass,16,59,12,-1,-0.229164896,50,51,1,1.4,Blackhole,Normal
R6,Mass,16,63,15,289,-1.223824281,1381,1092,0,1.4,Blackhole,Normal
R7,Mass,16,72,10,0,-0.19580624,2,2,0,1.4,Blackhole,Normal
R8,Mass,16,78,9,0,-0.205409906,0,0,0,1.4,Blackhole,Normal
R9,Mass,16,50,9,-1,-0.123825073,0,1,0,1.4,Blackhole,Normal
R10,Mass,16,58,8,0,-0.115935393,0,0,0,1.4,Blackhole,Normal
R11,Mass,16,66,14,-1,-0.260214256,3,4,0,1.4,Blackhole,Normal
R12,Mass,16,33,12,1,-0.069428624,2,1,1,1.4,Blackhole,Normal
R13,Mass,16,44,10,-1,-0.075629093,1,2,0,1.4,Blackhole,Normal
R14,Mass,16,62,12,18,-0.297943854,20,2,10,1.4,Blackhole,Normal
R15,Mass,16,74,11,0,-0.196125573,0,0,0,1.4,Blackhole,Normal
R16,Mass,16,69,9,0,-0.199242895,0,0,0,1.4,Blackhole,Normal
R17,Mass,16,84,23,1051,-0.421426335,1096,45,11,1.4,Blackhole,Normal
R18,Mass,16,48,10,0,-0.134334751,62,62,0,1.4,Blackhole,Normal
R19,Mass,16,63,12,0,-0.271925799,0,0,0,1.4,Blackhole,Normal
R20,Mass,16,70,17,5,-0.220898161,37,32,2,1.4,Blackhole,Normal
R21,Mass,16,33,7,0,-0.070070488,0,0,0,1.4,Blackhole,Attacker
R22,Mass,16,58,9,0,-0.200021093,0,0,0,1.4,Blackhole,Normal
A,Mass,16,99,2048,-1436,-1.581370955,12,1448,14,1.4,Blackhole,Normal
B,Mass,16,92,16,43,-0.077368483,50,7,4,1.4,Blackhole,Normal
R0,Mass,20,162,35,1,-0.131764687,13,12,4,1.4,Blackhole,Normal
R1,Mass,20,148,26,14,-0.141692819,22,8,0,1.4,Blackhole,Attacker
R2,Mass,20,115,30,-3,-0.189824757,58,61,2,1.4,Blackhole,Normal
R3,Mass,20,233,36,246,-0.695217315,651,405,2,1.4,Blackhole,Normal
R4,Mass,20,165,27,22,-0.284538259,125,103,0,1.4,Blackhole,Normal
R5,Mass,20,198,27,-1,-0.183406663,7,8,0,1.4,Blackhole,Normal
R6,Mass,20,169,31,-1,-0.162262471,8,9,1,1.4,Blackhole,Normal
R7,Mass,20,202,40,224,-0.451656266,300,76,21,1.4,Blackhole,Normal
R8,Mass,20,134,38,4,-0.266486557,119,115,7,1.4,Blackhole,Normal
R9,Mass,20,151,23,-1,-0.134596198,1,2,1,1.4,Blackhole,Normal
R10,Mass,20,133,29,3,-0.183447777,18,15,0,1.4,Blackhole,Normal
R11,Mass,20,206,39,10,-0.267293222,28,18,0,1.4,Blackhole,Normal
R12,Mass,20,164,27,-1,-0.203734063,1,2,0,1.4,Blackhole,Normal
R13,Mass,20,183,31,0,-0.236098557,24,24,2,1.4,Blackhole,Normal
R14,Mass,20,199,31,0,-0.257499121,32,32,1,1.4,Blackhole,Normal
R15,Mass,20,196,33,-4,-0.253824439,35,39,0,1.4,Blackhole,Normal
R16,Mass,20,141,22,0,-0.201516649,2,2,1,1.4,Blackhole,Normal
R17,Mass,20,154,34,52,-0.245198554,124,72,3,1.4,Blackhole,Normal
R18,Mass,20,140,22,-1,-0.110321812,0,1,1,1.4,Blackhole,Normal
R19,Mass,20,146,29,55,-0.220062764,75,20,1,1.4,Blackhole,Normal
R20,Mass,20,118,33,7,-0.239728754,105,98,9,1.4,Blackhole,Normal
R21,Mass,20,202,34,410,-0.236676101,414,4,0,1.4,Blackhole,Attacker
R22,Mass,20,160,29,-1,-0.154375647,0,1,1,1.4,Blackhole,Normal
A,Mass,20,209,2040,-1181,-1.595745346,37,1218,24,1.4,Blackhole,Normal
B,Mass,20,393,29,259,-0.108490893,277,18,4,1.4,Blackhole,Normal
R0,Mass,4,108,16,-3,-0.085014049,2,5,0,1.4,Blackhole,Normal
R1,Mass,4,115,19,-1,-0.190467594,3,4,0,1.4,Blackhole,Normal
R2,Mass,4,110,16,-4,-0.02937342,1,5,0,1.4,Blackhole,Normal
R3,Mass,4,104,22,7,-0.089593493,19,12,9,1.4,Blackhole,Normal
R4,Mass,4,116,18,-1,-0.133271216,2,3,0,1.4,Blackhole,Normal
R5,Mass,4,102,20,6,-0.034251544,9,3,1,1.4,Blackhole,Normal
R6,Mass,4,47,5,0,-0.077501695,0,0,0,1.4,Blackhole,Normal
R7,Mass,4,53,6,0,-0.015099411,0,0,0,1.4,Blackhole,Normal
R8,Mass,4,62,12,-1,-0.074549216,0,1,0,1.4,Blackhole,Normal
R9,Mass,4,72,18,0,-0.211686783,1,1,0,1.4,Blackhole,Normal
R10,Mass,4,98,12,0,-0.095873944,0,0,0,1.4,Blackhole,Normal
R11,Mass,4,92,19,1,-0.064856621,25,24,2,1.4,Blackhole,Normal
R12,Mass,4,94,12,0,-0.098039883,0,0,0,1.4,Blackhole,Normal
R13,Mass,4,119,25,5,-0.106364716,19,14,2,1.4,Blackhole,Normal
R14,Mass,4,103,14,-1,-0.034462937,3,4,0,1.4,Blackhole,Normal
R15,Mass,4,34,15,-2,-0.049495446,33,35,2,1.4,Blackhole,Normal
R16,Mass,4,122,20,-2,-0.12095858,12,14,3,1.4,Blackhole,Normal
R17,Mass,4,81,12,0,-0.025040557,0,0,0,1.4,Blackhole,Normal
R18,Mass,4,104,20,0,-0.263326055,32,32,2,1.4,Blackhole,Normal
R19,Mass,4,57,6,0,-0.014643769,0,0,0,1.4,Blackhole,Normal
R20,Mass,4,95,12,0,-0.081939516,0,0,0,1.4,Blackhole,Normal
R21,Mass,4,92,20,1823,-0.248926007,1829,6,0,1.4,Blackhole,Normal
R22,Mass,4,118,23,31,-0.28755526,44,13,8,1.4,Blackhole,Normal
A,Mass,4,59,2062,-1861,-1.723780649,5,1866,5,1.4,Blackhole,Normal
B,Mass,4,50,7,26,-0.021071474,32,6,0,1.4,Blackhole,Normal
R0,Mass,8,14,1,0,-0.08257847,0,0,0,1.4,Blackhole,Normal
R1,Mass,8,12,1,0,-0.196090338,0,0,0,1.4,Blackhole,Normal
R2,Mass,8,12,1,0,-0.065387507,0,0,0,1.4,Blackhole,Normal
R3,Mass,8,9,1,0,-0.060690065,0,0,0,1.4,Blackhole,Normal
R4,Mass,8,12,1,0,-0.193394294,0,0,0,1.4,Blackhole,Normal
R5,Mass,8,9,2,0,-0.069922706,1,1,0,1.4,Blackhole,Normal
R6,Mass,8,13,1,0,-0.188882735,0,0,0,1.4,Blackhole,Normal
R7,Mass,8,13,1,0,-0.19052166,0,0,0,1.4,Blackhole,Normal
R8,Mass,8,12,2,0,-0.196123738,0,0,0,1.4,Blackhole,Normal
R9,Mass,8,17,2,0,-0.175491758,1,1,0,1.4,Blackhole,Normal
R10,Mass,8,12,3,1969,-0.236808642,1970,1,0,1.4,Blackhole,Attacker
R11,Mass,8,9,1,0,-0.066545103,0,0,0,1.4,Blackhole,Normal
R12,Mass,8,13,1,0,-0.015708829,0,0,0,1.4,Blackhole,Normal
R13,Mass,8,14,1,0,-0.078252511,0,0,0,1.4,Blackhole,Normal
R14,Mass,8,9,1,0,-0.071228424,0,0,0,1.4,Blackhole,Normal
R15,Mass,8,8,1,0,-0.021760673,0,0,0,1.4,Blackhole,Normal
R16,Mass,8,8,1,0,-0.000879523,0,0,0,1.4,Blackhole,Normal
R17,Mass,8,9,1,0,-0.08745606,0,0,0,1.4,Blackhole,Normal
R18,Mass,8,16,1,0,-0.069100573,0,0,0,1.4,Blackhole,Normal
R19,Mass,8,10,1,0,-0.034680119,0,0,0,1.4,Blackhole,Normal
R20,Mass,8,14,1,0,-0.021030782,0,0,0,1.4,Blackhole,Normal
R21,Mass,8,13,1,0,-0.084760589,0,0,0,1.4,Blackhole,Normal
R22,Mass,8,8,1,0,-0.073218875,0,0,0,1.4,Blackhole,Attacker
A,Mass,8,5,1991,-1968,-1.710657417,1,1969,0,1.4,Blackhole,Normal
B,Mass,8,4,1,-1,-0.000880587,0,1,0,1.4,Blackhole,Normal
R0,Mass,12,115,30,233,-0.381219646,247,14,18,1.4,Blackhole,Normal
R1,Mass,12,176,24,0,-0.161819838,19,19,1,1.4,Blackhole,Normal
R2,Mass,12,171,30,1,-0.218771787,7,6,2,1.4,Blackhole,Normal
R3,Mass,12,144,26,-1,-0.158515893,2,3,1,1.4,Blackhole,Normal
R4,Mass,12,92,21,489,-0.590477825,738,249,11,1.4,Blackhole,Normal
R5,Mass,12,141,26,11,-0.228986901,12,1,0,1.4,Blackhole,Attacker
R6,Mass,12,138,21,-1,-0.396144898,268,269,1,1.4,Blackhole,Normal
R7,Mass,12,161,34,297,-0.413851821,382,85,10,1.4,Blackhole,Normal
R8,Mass,12,66,10,0,-0.205756441,0,0,0,1.4,Blackhole,Normal
R9,Mass,12,175,29,1,-0.219783236,18,17,4,1.4,Blackhole,Normal
R10,Mass,12,161,18,-2,-0.157625533,14,16,0,1.4,Blackhole,Normal
